ACCEPT	Tamam
GUILD_GRADE_PERMISSION_WAR	Savaþçý olarak katýlan üyeleri seçebilir.
GUILD_GRADE_RANK	Sýra
GUILD_GRADE_WRITE	Yaz
GUILD_INFO	Lonca Bilgisi
GUILD_INFO_CUR_EXP	Tecrübe
GUILD_INFO_DECALRE_WAR	Savaþ Ýlaný
GUILD_INFO_ENEMY_GUILD	Düþman Lonca
GUILD_INFO_ENEMY_GUILD_EMPTY	Yok
GUILD_INFO_LEVEL	Lonca Seviyesi
GUILD_INFO_MARK	Lonca Ýmzasý
GUILD_INFO_MASTER	Lider
GUILD_INFO_MASTER_VALUE	Lider
GUILD_INFO_MEMBER_AVG_LEVEL	Ortalama Seviye
GUILD_INFO_MEMBER_NUM	Üye Sayýsý
GUILD_INFO_NAME	Lonca Ýsmi
GUILD_INFO_NAME_VALUE	Bu bir Lonca ismi
GUILD_INFO_OFFER_EXP	Yatýrým
GUILD_INFO_REST_EXP	Gereken Tecrübe
GUILD_INFO_UPLOAD_MARK	Ýmza Yükle
GUILD_INFO_UPLOAD_SYMBOL	Bayrak Yükle
GUILD_MARK	Lonca Ýmzasý
GUILD_MASTER_CHANGE_TITLEBAR	Lonca liderliðini býrak
GUILD_MEMBER_JOB	Sýnýf
GUILD_MEMBER_KNIGHT	Savaþçý
GUILD_MEMBER_LEVEL	Seviye
GUILD_MEMBER_NAME	Isim
GUILD_MEMBER_OUT_TITLEBAR	Üyeyi çýkar
GUILD_MEMBER_PACE_ATTENDANCE	Katýlým ({0}/{1})
GUILD_MEMBER_RANK	Sýra
GUILD_MEMBER_SPECIFIC_GRAVITY	Yatýrým
GUILD_METIN_STONE	Zihin Taþý
GUILD_MINENAL	Mineral
GUILD_MONEY	Yang
GUILD_NAME	Lonca
GUILD_RESOURCE_INFO	Kaynak Bilgisi
GUILD_SKILLPAGE_LADDER	Sýralama Puanlarý
GUILD_SKILLPAGE_RANK	Rütbe
GUILD_SKILL_ACTIVE	Aktif
GUILD_SKIlL_HEAL_GSP	Gücü tekrar kazan
GUILD_SKILL_PASSIVE	Pasif
GUILD_SKILL_POWER	Enerji
GUILD_SKILL_STATE	Lonca Becerileri
GUILD_SYMBOL	Lonca Bayraðý
GUILD_WAR_ACCEPT	Savaþ Ýlaný Kabulü
GUILD_WAR_ALLSCORE	Tüm Savaþlar
GUILD_WAR_BATTLE_TYPE	Savaþ Türü
GUILD_WAR_CTF	Bayrak
GUILD_WAR_DECLARE	Lonca Savaþý Ýlaný
GUILD_WAR_ENEMY	Düþman
GUILD_WAR_GAINSCORE	Puanlar
GUILD_WAR_GAINSCORE_FIFTY	50
GUILD_WAR_GAINSCORE_HUNDRED	100
GUILD_WAR_GAINSCORE_THIRTY	30
GUILD_WAR_GAMETIME	Savaþ süresi
GUILD_WAR_GAMETIME_SIXTY	60 dak.
GUILD_WAR_GAMETIME_TEN	10 dak.
GUILD_WAR_GAMETIME_THIRTY	30 dak.
GUILD_WAR_JOINMEMBER	Üyeler
GUILD_WAR_JOINMEMBER_COUNT	Üyeler
GUILD_WAR_JOINMEMBER_FIFTEEN	15
GUILD_WAR_JOINMEMBER_FIVE	5
GUILD_WAR_JOINMEMBER_TEN	10
GUILD_WAR_NORMAL	Alan
GUILD_WAR_REPORT	Savaþ listesi
GUILD_WAR_REPORTLIST	Übersicht (Savaþlar: S, Galibiyet: G, Maðlubiyet: M, Berabere: B)
GUILD_WAR_SCORE	Savaþ listesi
GUILD_WAR_SKILL	Lonca becerileri
GUILD_WAR_TYPE_DEFENSE	Kalkan Savaþý
GUILD_WAR_TYPE_DIE	Arena Savaþý
GUILD_WAR_TYPE_FLAG	Bayrak Savaþý
GUILD_WAR_TYPE_NORMAL	Meydan Savaþý
GUILD_WAR_TYPE_TIGER	Ýmha Savaþý
GUILD_WAR_TYPE_TIME	Zaman Saldýrýsý
GUILD_WAR_WARP	Arena
GUILD_WAR_WIN	Turlar
GUILD_WAR_WIN_FIVE	5
GUILD_WAR_WIN_ONE	1
GUILD_WAR_WIN_THREE	3
GUILD_WATER	Su
GUILD_WATER_STONE	Su Taþý
GUILD_WITHDRAW	Geri Çek
HELP_ATTACK	Tek seferli saldýrýyý fareyi kullanarak etkinleþtir.
HELP_ATTACK_KEY	Saldýr: sol fare tuþu veya boþluk tuþu ile
HELP_AUTO_ATTACK	Otomatik saldýrýyý fare kullanarak etkinleþtirir.
HELP_CAMERA	Kamera Yönetimi
HELP_CHANGE_PK_MODE	Saldýrý modunu deðiþtir: sol fare tuþu ayarýný deðiþtir
HELP_CHARACTER_BUTTON1	(Karakter Penceresi, Envanter Penceresi,
HELP_CHARACTER_BUTTON2	Arkadaþ Listesi ve Seçenekler)
HELP_CHAT	Ýlgili grupla sohbet etmek için metninin önüne þunlardan birini yaz: !(Genel), #(Grup) veya %(Lonca).
HELP_CLICK_OTHER_PLAYER	Baþka bir oyuncuya saðla týklayarak ticaret yapabilirsin, gruplar kurabilirsin ve onu düelloya davet edebilirsin.
HELP_CONTROL_CAMERA_BY_MIDDLEBUTTON	Kamera görüntüsü ayarlama: orta fare tuþu ile
HELP_CONTROL_CAMERA_BY_RIGHTBUTTON	Kamera görüntüsü ayarýný deðiþtir: sað veya sol fare tuþu ile
HELP_EMOTINO	Tuþ kombinasyonlarý <Ctrl> + <1~9> ile duygu simgeleri gösterebilirsin.
HELP_EXP	Tecrübe
HELP_FURY	Oyun Nesne Marketi
HELP_GUILD_WINDOW	Lonca Penceresini aç: Alt + G tuþlarý ile
HELP_HELP	Yardým göster: H ile
HELP_HELP_KEY	Yardým bölümü standart ayarlarý gösterir.
HELP_HP	Hayat Puaný (HP)
HELP_KEYSETTING	Oyun seçeneklerinde kendi tuþ kombinasyonlarýný oluþturabilirsin.
HELP_MESSENGER_WINDOW	Arkadaþ listesini aç: Alt + M tuþlarý ile
HELP_MINIMAP	Küçük haritayý gösterir.
HELP_MINIMAP_QUEST	Küçük ve genel görünüm haritasýnda görevler yanýp sönerek görüntülenir.
HELP_MOUSE_LEFT	Sol mouse tuþunun iþlevi
HELP_MOUSE_RIGHT	Sað mouse tuþunun iþlevi
HELP_MOVE_KEY	Kumanda: W, S, A, D tuþlarý ve ok tuþlarý ile
HELP_OFF_QUESTSCROLL	-<CTRL> + Q ile görev dizilerini açýp kapatabilirsin.
HELP_OPEN_CHARACTER	Karakter Penceresini aç: C tuþu ile
HELP_OPEN_CHAT	Sohbet Penceresini aç: Giriþ tuþu ile
HELP_OPEN_INVENTORY	Envanter Penceresini aç: I tuþu ile
HELP_OPEN_LOG	Sohbet protokolünü (Log) aç: L tuþu ile
HELP_OPEN_MINIMAP	Küçük Haritayý aç: Shift + M tuþlarý ile
HELP_OPEN_QUEST	Görev Penceresini aç: N tuþu ile
HELP_OPEN_SKILL	Beceri Penceresini aç: V tuþu ile
HELP_OPEN_WHISPER	Fýsýltý Penceresini aç: üst karakter + giriþ tuþu ile
HELP_OPEN_ZONEMAP	Genel Görünüm Haritasý'ný aç: M tuþu ile
HELP_PICK_ITEM	Nesneleri topla: ", Z veya sol fare tuþu ile
HELP_QUICKSLOT	Hýzlý Eriþim Alanlarý
HELP_SCREEN_CAPTURE	Ekran görüntüsünü kaydet: Yazdýr veya Print tuþu ile ("Metin2\screenshot" dosyasý altýnda kaydedilecek)
HELP_SERVER	Sana sunucu ve kanalý gösterir.
HELP_SHOW_ALL_NAME	Ýsimleri göster: Alt tuþu ile
HELP_SKILL	Burada bir beceriyi sað fare tuþuyla kullanabilirsin.
HELP_SP	Mana Puaný (SP)
HELP_SYSTEM_BUTTON	Sistem Tuþlarý
ICECREAM_EVENT_TITL	Yaz Etkinliði
INVENTORY_PAGE_BUTTON_TOOLTIP_1	1. Envanter
INVENTORY_PAGE_BUTTON_TOOLTIP_2	2. Envanter
INVENTORY_PAGE_BUTTON_TOOLTIP_3	3. Envanter
INVENTORY_PAGE_BUTTON_TOOLTIP_4	4. Envanter
INVENTORY_TITLE	Envanter
ITEM_MALL	Nesne Market
KEYCHANGE_ACTION_WINDOW	Eylemler
KEYCHANGE_ATTACK	Saldýr
KEYCHANGE_AUTORUN	Otomatik yürü
KEYCHANGE_AUTO_WINDOW	Otomatik Av
KEYCHANGE_BASEACTION	Temel Ayarlar
KEYCHANGE_CAM_DOWN1	Kamera (aþaðý)
KEYCHANGE_CAM_DOWN2	Kamera (aþaðý)
KEYCHANGE_CAM_LEFT1	Kamera (sol)
KEYCHANGE_CAM_LEFT2	Kamera (sol)
KEYCHANGE_CAM_RIGHT1	Kamera (sað)
KEYCHANGE_CAM_RIGHT2	Kamera (sað)
KEYCHANGE_CAM_UP1	Kamera (yukarý)
KEYCHANGE_CAM_UP2	Kamera (yukarý)
KEYCHANGE_CAM_ZOOM_IN1	Kamera (büyüteç +)
KEYCHANGE_CAM_ZOOM_IN2	Kamera (büyüteç +)
KEYCHANGE_CAM_ZOOM_OUT1	Kamera (büyüteç -)
KEYCHANGE_CAM_ZOOM_OUT2	Kamera (büyüteç -)
KEYCHANGE_CANCLE	Ýptal
KEYCHANGE_CHAT_WINDOW	Sohbet Protokolü
KEYCHANGE_CLEAR	Standart
KEYCHANGE_DDS_WINDOW	DSS
KEYCHANGE_DOWN1	Geri
KEYCHANGE_DOWN2	Geri
KEYCHANGE_DRAGON_GATE	
KEYCHANGE_DSS1	DS [Gökyüzü]
KEYCHANGE_DSS2	DS [Dünya]
KEYCHANGE_EMOTION1	Ýfade (üzgün)
KEYCHANGE_EMOTION2	Ýfade (Yang)
KEYCHANGE_EMOTION3	Ýfade (müzik)
KEYCHANGE_EMOTION4	Ýfade (kalp)
KEYCHANGE_EMOTION5	Ýfade (kalp)
KEYCHANGE_EMOTION6	Ýfade (bomba)
KEYCHANGE_EMOTION7	Ýfade (fikir)
KEYCHANGE_EMOTION8	Ýfade (fýrtýna)
KEYCHANGE_EMOTION9	Ýfade (özür)
KEYCHANGE_GUILD_WINDOW	Lonca
KEYCHANGE_HELP_WINDOW	Yardým
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] burada kullanýlamaz!
KEYCHANGE_INGAMEEVENT	ETKÝNLÝK
KEYCHANGE_INTERFACE	Pencere
KEYCHANGE_INVENTORY_WINDOW	Envanter
KEYCHANGE_KEY_SETTING	Klavye Ayarlarý
KEYCHANGE_LEFT1	Sol
KEYCHANGE_LEFT2	Sol
KEYCHANGE_MERCENARY	Paralý asker
KEYCHANGE_MESSENGER_WINDOW	Arkadaþlar
KEYCHANGE_MINIMAP_MINER	Mini Harita (-)
KEYCHANGE_MINIMAP_PLUS	Mini Harita (+)
KEYCHANGE_MINIMAP_WINDOW	Genel Görünüm Haritasý
KEYCHANGE_MONSTER_CARD_WINDOW	Canavar Kartý
KEYCHANGE_NEXT_TARGET	Sonraki hedef
KEYCHANGE_PARTY_MATCH_WINDOW	Grup aramasý
KEYCHANGE_PASSIVE_ATTR1	Kalýntý bonusu (Gökyüzü)
KEYCHANGE_PASSIVE_ATTR2	Kalýntý bonusu (Dünya)
KEYCHANGE_PET_WINDOW	Pet
KEYCHANGE_QUEST_SCROLL_ONOFF	Görev göstergesi
KEYCHANGE_QUEST_WINDOW	Görevler
KEYCHANGE_QUICKSLOT1	1. kat
KEYCHANGE_QUICKSLOT2	2. kat
KEYCHANGE_QUICKSLOT3	3. kat
KEYCHANGE_QUICKSLOT4	4. kat
KEYCHANGE_RIDE	Biniþ
KEYCHANGE_RIDE_BYE	Atý gönder
KEYCHANGE_RIDE_HORSE	Biniþ
KEYCHANGE_RIDE_PEED	Atý yemle
KEYCHANGE_RIGHT1	Sað
KEYCHANGE_RIGHT2	Sað
KEYCHANGE_ROOT1	Topla
KEYCHANGE_ROOT2	Topla
KEYCHANGE_SAVE	Kaydet
KEYCHANGE_SCREENSHOT	Þipþak
KEYCHANGE_SHOW_NAME	Ýsmi göster
KEYCHANGE_SKILL_WINDOW	Beceriler
KEYCHANGE_SLOT1	Slot 1 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT2	Slot 2 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT3	Slot 3 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT4	Slot 4 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT5	Slot 5 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT6	Slot 6 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT7	Slot 7 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT8	Slot 8 (mevcut Quickslot sayfasý)
KEYCHANGE_SLOT_KET	Hýzlý Eriþim
KEYCHANGE_STATUS_WINDOW	Karakter
KEYCHANGE_SUNGMAHEE_GATE_ACHIEV	Kupa
KEYCHANGE_UP1	Ýleri
KEYCHANGE_UP2	Ýleri
LANGUAGE_AE	Arapça
LANGUAGE_CZ	Çekçe
LANGUAGE_DE	Almanca
LANGUAGE_DK	Danca
LANGUAGE_EN	Ýngilizce
LANGUAGE_ES	Ýspanyolca
LANGUAGE_FR	Fransýzca
LANGUAGE_GR	Yunanca
LANGUAGE_HU	Macarca
LANGUAGE_IT	Ýtalyanca
LANGUAGE_NL	Flamanca
LANGUAGE_NONE	Hiçbir þey seçilmemiþ
LANGUAGE_PL	Lehçe
LANGUAGE_PT	Portekizce
LANGUAGE_RO	Rumence
LANGUAGE_RU	Rusça
LANGUAGE_TR	Türkçe
LEFT_SEAT	AFK
LEFT_SEAT_10_MIN	10 dak.
LEFT_SEAT_30_MIN	30 dak.
LEFT_SEAT_60_MIN	60 dak.
LEFT_SEAT_90_MIN	90 dak.
LEFT_SEAT_120_MIN	120 dak.
LEFT_SEAT_180_MIN	180 dak.
LEFT_SEAT_LOGOUT	Çýkýþ
LEFT_SEAT_OFF	KAPALI
LOAD_ERROR	Dosya hasar görmüþ. Lütfen yenisini yükleyiniz. Þimdi ESC tuþuna basýnýz .
LOGIN_CONNECT	Baðlan
LOGIN_CONNECTING	Servera baðlanacaksýnýz.
LOGIN_DEFAULT_SERVERADDR	Server ismi, Kanal 1
LOGIN_EXIT	Çýkýþ
LOGIN_ID	Kullanýcý adý
LOGIN_PASSWORD	Þifre
LOGIN_REGION_TITLE	Fatura gönderilecek yer seç.
LOGIN_SELECT_BUTTON	Seç
LOGIN_SELECT_EXIT	Çýkýþ
LOGIN_SELECT_OK	OK
LOGIN_SELECT_TITLE	Server Seç
LOOTING_SYSTEM_ARMOR	Zýrh
LOOTING_SYSTEM_CATEGORY_COMMON	Diðer
LOOTING_SYSTEM_CATEGORY_COMMON_BELT	Kemer
LOOTING_SYSTEM_CATEGORY_COMMON_EAR	Küpeler
LOOTING_SYSTEM_CATEGORY_COMMON_FOOTS	Ayakkabý
LOOTING_SYSTEM_CATEGORY_COMMON_GLOVE	Eldiven
LOOTING_SYSTEM_CATEGORY_COMMON_NECK	Kolyeler
LOOTING_SYSTEM_CATEGORY_COMMON_PENDANT	Týlsýmlar
LOOTING_SYSTEM_CATEGORY_COMMON_PICK	Kazma
LOOTING_SYSTEM_CATEGORY_COMMON_ROD	Oltalar
LOOTING_SYSTEM_CATEGORY_COMMON_SHIELD	Kalkanlar
LOOTING_SYSTEM_CATEGORY_COMMON_WRIST	Bilezikler
LOOTING_SYSTEM_CATEGORY_COSTUME	Kostüm
LOOTING_SYSTEM_CATEGORY_COSTUME_ACCE	Kuþaklar
LOOTING_SYSTEM_CATEGORY_COSTUME_ARMOR	Kostümler
LOOTING_SYSTEM_CATEGORY_COSTUME_AURA	Aura giysileri
LOOTING_SYSTEM_CATEGORY_COSTUME_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_COSTUME_HAIR	Saç modelleri
LOOTING_SYSTEM_CATEGORY_COSTUME_WEAPON	Silah görünümleri
LOOTING_SYSTEM_CATEGORY_DS	Tür
LOOTING_SYSTEM_CATEGORY_DS_DS	Cor Draconis
LOOTING_SYSTEM_CATEGORY_DS_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_ETC_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_ETC_GIFTBOX	Hediye kutularý
LOOTING_SYSTEM_CATEGORY_ETC_MATRIMONY	Düðün ve evlilik
LOOTING_SYSTEM_CATEGORY_ETC_PARTY	Grup
LOOTING_SYSTEM_CATEGORY_ETC_POLYMORPH	Dönüþüm
LOOTING_SYSTEM_CATEGORY_ETC_RECIPE	Üretim
LOOTING_SYSTEM_CATEGORY_ETC_SEAL	Parþömen
LOOTING_SYSTEM_CATEGORY_ETC_WEAPON_ARROW	Oklar
LOOTING_SYSTEM_CATEGORY_FISH_MINING	Tür
LOOTING_SYSTEM_CATEGORY_FISH_MINING_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_FISH_MINING_FOOD	Besin
LOOTING_SYSTEM_CATEGORY_FISH_MINING_STONE	Cevher & taþlar
LOOTING_SYSTEM_CATEGORY_JOB	Sýnýf
LOOTING_SYSTEM_CATEGORY_JOB_ASSASSIN	Ninja
LOOTING_SYSTEM_CATEGORY_JOB_PUBLIC	Diðer
LOOTING_SYSTEM_CATEGORY_JOB_SHAMAN	Þaman
LOOTING_SYSTEM_CATEGORY_JOB_SURA	Sura
LOOTING_SYSTEM_CATEGORY_JOB_WARRIOR	Savaþçý
LOOTING_SYSTEM_CATEGORY_JOB_WOLFMAN	Lycan
LOOTING_SYSTEM_CATEGORY_MOUNT_PET	Tür
LOOTING_SYSTEM_CATEGORY_MOUNT_PET_CHARGED_PET	Petler
LOOTING_SYSTEM_CATEGORY_MOUNT_PET_EGG	Pet yumurtalarý
LOOTING_SYSTEM_CATEGORY_MOUNT_PET_FREE_PET	Pet aksesuarlarý
LOOTING_SYSTEM_CATEGORY_MOUNT_PET_MOUNT	Binek hayvanlar
LOOTING_SYSTEM_CATEGORY_POTION	Tür
LOOTING_SYSTEM_CATEGORY_POTION_ABILITY	Kullaným malzemeleri
LOOTING_SYSTEM_CATEGORY_POTION_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_POTION_HAIRDYE	Saç renkleri
LOOTING_SYSTEM_CATEGORY_REFINE	Tür
LOOTING_SYSTEM_CATEGORY_REFINE_ALCHEMY	Olasýlýðý yükseltir
LOOTING_SYSTEM_CATEGORY_REFINE_ETC	Diðerleri
LOOTING_SYSTEM_CATEGORY_REFINE_MATERIAL	Malzemeler
LOOTING_SYSTEM_CATEGORY_REFINE_STONE	Zihin taþý
LOOTING_SYSTEM_CATEGORY_UNIQUE	Tür
LOOTING_SYSTEM_CATEGORY_UNIQUE_ABILITY	Tüketim malzemeleri
LOOTING_SYSTEM_CATEGORY_UNIQUE_ETC	Diðerleri
LOOTING_SYSTEM_COMMON	Diðer ekipmanlar
LOOTING_SYSTEM_COSTUME	Kostüm
LOOTING_SYSTEM_DS	Ejderha taþý simyasý
LOOTING_SYSTEM_ETC	Baþka eþya
LOOTING_SYSTEM_EVENT	Etkinlik eþyasý
LOOTING_SYSTEM_EXIT_WITHOUT_SAVING	Kaydetmeden kapat?
LOOTING_SYSTEM_EXIT_WITH_SAVING	Kaydet ve kapat? Deðiþiklikler yaðma kartýný kullanmaya baþladýðýn an gerçekleþecek.
LOOTING_SYSTEM_FISH_MINING	Balýkçýlýk & madencilik
LOOTING_SYSTEM_HEAD	Kask
LOOTING_SYSTEM_INIT	Sýfýrla
LOOTING_SYSTEM_INIT_QUESTION_DIALOG_TITLE	Ayarlarý sýfýrlamak istiyor musun?
LOOTING_SYSTEM_MESSAGE_ENABLE_VOUCHER	Özellikler, yaðma kartý ile etkinleþtirilir
LOOTING_SYSTEM_MESSAGE_POSSIBLE_ITEM_PICKUP	Ayarlarýna uygun ganimet alýrsýn.
LOOTING_SYSTEM_MOUNT_PET	Binek & petler
LOOTING_SYSTEM_OFF	KAPALI
LOOTING_SYSTEM_ON	AÇIK
LOOTING_SYSTEM_POTION	Ýksirler
LOOTING_SYSTEM_QUESTION_ARMOR	Burada zýrhlar için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_COMMON	Tüm sýnýflar tarafýndan kullanýlabilen diðer eþyalar için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_COSTUME	Buradan kostümlerin için toplama parametrelerini belirleyebilirsin (silahlar, zýrhlar, baþlýklar, kuþaklar ve aura giysileri).
LOOTING_SYSTEM_QUESTION_DS	Burada ejderha taþý simyasý eþyalarý için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_ETC	Buradan ekipman, kostüm, arýndýrma, iksir, binek, pet, balýkçýlýk, madencilik, beceri kitabý, ve etkinlik eþyasý gibi diðer kategorilerdeki toplama parametrelerini belirleyebilirsin.
LOOTING_SYSTEM_QUESTION_EVENT	Burada etkinlik eþyalarý için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_FISH_MINING	Buradan balýkçýlýk ve madencilik eþyalarý için toplama parametrelerini belirleyebilirsin.
LOOTING_SYSTEM_QUESTION_HEAD	Burada miðferler için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_MOUNT_PET	Buradan binek ve petler için toplama parametrelerini belirleyebilirsin.
LOOTING_SYSTEM_QUESTION_POTION	Buradan iksirler için toplama parametrelerini belirleyebilirsin.
LOOTING_SYSTEM_QUESTION_REFINE	Buradan arýndýrma eþyalarý için toplama parametrelerini belirleyebilirsin.
LOOTING_SYSTEM_QUESTION_SKILL_BOOK	Belirli sýnýflar için beceri kitaplarý ve at becerileri içerir.
LOOTING_SYSTEM_QUESTION_UNIQUE	Burada eþsiz eþyalar için toplama parametrelerini ayarlayabilirsin.
LOOTING_SYSTEM_QUESTION_WEAPON	Oklar dýþýnda kuþanýlabilen tüm silahlar, silahlar grubuna aittir.
LOOTING_SYSTEM_REFINE	Arýndýrma
LOOTING_SYSTEM_SAVE	Kaydet
LOOTING_SYSTEM_SKILL_BOOK	Beceri kitabý
LOOTING_SYSTEM_TITLE	Yaðma filtresi
LOOTING_SYSTEM_UNIQUE	Eþsiz
LOOTING_SYSTEM_WEAPON	Silah
LOOTING_SYSTEM_WEARING_LEVEL	Gerekli seviye
LUCKY_BOX_NOTICE_YANG	Yeni eþya þansý için Yang bedeli
LUCKY_BOX_RECV_BUTTON	Eþyayý kabul et
LUCKY_BOX_RECV_NAME	Ýçerik:
LUCKY_BOX_RETRY_BUTTON	Yeni eþya þansý
LUCKY_BOX_TITLE_NAME	Þans kutusu
MAILBOX_POST_ALL_DELETE_BUTTON	Tümünü sil
MAILBOX_POST_ALL_RECEIVE	Tümünü kabul et
MAILBOX_POST_READ_BLOCK	Engelle
MAILBOX_POST_READ_DELETE	Sil
MAILBOX_POST_READ_FROM	Bundan:
MAILBOX_POST_READ_MAIN_TITLE	Mesaj
MAILBOX_POST_READ_RECV	Kabul et
MAILBOX_POST_READ_TITLE	Konu
MAILBOX_POST_SEND_TITLE	Mesaj
MAILBOX_POST_WRITE_BUTTON_TEXT	Gönder
MAILBOX_POST_WRITE_CLOSE_TEXT	Kapat
MAILBOX_POST_WRITE_CONFIRM_TEXT	Alýcýyý kontrol et
MAILBOX_POST_WRITE_SEND_TEXT	Gönder
MAILBOX_POST_WRITE_TITLE	Konu
MAILBOX_POST_WRITE_TO	Alýcý
MAILBOX_TITLE	Gelen kutusu
MALL_PASSWORD_TITLE	þifre
MALL_TITLE	Nesne Marketi Deposu
MARKET_TITLE	Yükle
MARKLIST_REFRESH	Yenile
MARKLIST_TITLE	Lonca imzasýný kaydet
MC_ACHIEV_ABLE_REGIST	Talep et
MC_ACHIEV_APPLY	Uygula
MC_ACHIEV_APPLYING	Etkin
MC_ACHIEV_BONUS_NONE	Bonus yok
MC_ACHIEV_DISABLE	Etkin deðil
MC_ACHIEV_DUNGEON	Zindan baþarýlarý
MC_ACHIEV_DUNGEON_BONUS	Zindan Bonusu
MC_ACHIEV_FIELD	Alan baþarýlarý
MC_ACHIEV_FIELD_BONUS	Alan bonusu
MC_ACHIEV_REGIST	Baþarý talep et
MC_ACHIEV_SHOW	Ayrýntýlar
MC_ACHIEV_SORT_ABLE_REGIST	Talep et
MC_ACHIEV_SORT_ALL	Tümü
MC_ACHIEV_SORT_APPLYING	Etkin
MC_ACHIEV_SORT_DISABLE	Eriþilmemiþ
MC_ACHIEV_SORT_REGIST	Etkinleþtirilebilir
MC_EXCHANGE_BUTTON	Deðiþtir
MC_MISSION_INIT_BUTTON	Görev seviyesini sýfýrla
MC_MOTION_BUTTON	Hareket
MC_POLY_BUTTON	Dönüþtür
MC_PROMOTION_BUTTON	Geliþtir
MC_REQUEST_MISSION_BUTTON	Görev alýndý
MC_REWARD_CARD_BUTTON	Canavar kartý alýndý
MC_SHUFFLE_BUTTON	Görev kartýný yeniden düzenle
MC_SUMMON_BUTTON	Çaðýr
MC_TAB_BUTTON_ACHIEV	Baþarý bonuslarý
MC_TAB_BUTTON_CARD_MISSION	Kart görevi
MC_TAB_BUTTON_PARTY	Zindan koleksiyonu
MC_TAB_BUTTON_SOLO	Alan koleksiyonu
MC_WARP_BUTTON	Iþýnlanma
MERCENARY_MANAGE_DELAY_CURE	Yavaþ Ýyileþtirme
MERCENARY_MANAGE_DRAIN_MAIN	Eðitilecek paralý asker
MERCENARY_MANAGE_DRAIN_START	Eðitim
MERCENARY_MANAGE_DRAIN_SUB	Eðitimci paralý asker
MERCENARY_MANAGE_EXP	Paralý asker tecrübe puaný
MERCENARY_MANAGE_FIRE	Kov
MERCENARY_MANAGE_IMMEDIATELY_CURE	Anýnda Ýyileþtirme
MERCENARY_MANAGE_INFO	Paralý asker bilgisi
MERCENARY_MANAGE_LEVEL	Paralý asker seviyesi
MERCENARY_MANAGE_LEVELUP	Paralý asker seviyesin artýr
MERCENARY_MANAGE_NAME	Ýsim
MERCENARY_MANAGE_NEXT_EXP	Gereken misyon EXP
MERCENARY_MANAGE_NEXT_LEVEL	Sonraki seviye
MERCENARY_MANAGE_REGIST_DRAIN	Eðitim
MERCENARY_MANAGE_SKILL	Beceri
MERCENARY_MANAGE_SPECIFICITY	Uzmanlýk
MERCENARY_MISSION_ACTIVE	Dayanýklýlýk
MERCENARY_MISSION_ALL_CANCLE	Tümünü kov
MERCENARY_MISSION_AUTO_JOIN	Otomatik seçim
MERCENARY_MISSION_BONUS_REWARD	Ekstra ödül kazandýn!
MERCENARY_MISSION_CURRENT_INFO	Güncel misyon durumu
MERCENARY_MISSION_DECREASE_RUNTIME	Misyon süresini düþür
MERCENARY_MISSION_DECREAS_INJURE	Yaralanma riskini düþür
MERCENARY_MISSION_DISPATCH_BENEFITS	Birlik avantajý
MERCENARY_MISSION_DISPATCH_MERCENARY	Paralý asker gönder
MERCENARY_MISSION_EXP_BONUS	Bonus tecrübe puaný kazandýn!
MERCENARY_MISSION_INFO	Misyon bilgisi
MERCENARY_MISSION_JOIN	Katýl
MERCENARY_MISSION_LIMIT_ACTIVE	Gereken dayanýklýlýk
MERCENARY_MISSION_LIMIT_LEVEL	Gereken paralý asker seviyesi
MERCENARY_MISSION_MERCENARY_LIST	Alýnan paralý askerler
MERCENARY_MISSION_REGIST	Misyonlar
MERCENARY_MISSION_REWARD_LIST	Ödüller
MERCENARY_MISSION_SUCCESS_PCT	Baþarý þansý
MERCENARY_MISSION_SUGGESTION	Tavsiye edilen paralý askerler
MERCENARY_MISSION_TYPE	Misyon türü
MERCENARY_TITLE	Paralý asker sistemi
MESSAGE	Bu bir Mesaj
MESSENGER_ADD_FRIEND	Arkadaþ Ekle
MESSENGER_BLOCK	Engelle
MESSENGER_BLOCK_FRIEND	Engelle
MESSENGER_DELETE_FRIEND	Sil
MESSENGER_MOBILE	Metin Mesajý Gönder
